transaction_id,date,store_id,region,product_id,category,price,quantity,discount_pct,amount,gender,age_group,payment_method,is_promo_period
10175,2025-04-12,18,Новосибирск,38,Косметика и гигиена,312.62,2,0.0,625.24,Мужской,31-45,Онлайн,1
10176,2025-04-12,6,Москва,47,Косметика и гигиена,202.36,4,0.1,728.5,Женский,46-60,Наличные,1
10177,2025-04-12,22,Екатеринбург,64,БАД и витамины,436.83,3,0.0,1310.49,Женский,46-60,Карта,1
10178,2025-04-12,11,Санкт-Петербург,47,Косметика и гигиена,202.36,7,0.0,1416.52,Мужской,46-60,Карта,1
10179,2025-04-12,20,Екатеринбург,28,Лекарства (без рецепта),235.28,2,0.0,470.56,Мужской,60+,Наличные,1
10180,2025-04-12,20,Екатеринбург,41,Косметика и гигиена,318.23,2,0.0,636.46,Женский,46-60,Карта,1
10181,2025-04-12,9,Санкт-Петербург,31,Лекарства (без рецепта),256.56,3,0.0,769.68,Женский,31-45,Наличные,1
10182,2025-04-12,1,Москва,27,Лекарства (без рецепта),257.62,5,0.0,1288.1,Женский,31-45,Карта,1
10183,2025-04-12,16,Казань,14,Лекарства (рецепт),458.37,1,0.05,435.45,Женский,46-60,Карта,1
10184,2025-04-12,7,Москва,28,Лекарства (без рецепта),235.28,4,0.0,941.12,Женский,31-45,Карта,1
10185,2025-04-12,20,Екатеринбург,6,Лекарства (рецепт),501.67,3,0.0,1505.01,Мужской,60+,Онлайн,1
10186,2025-04-12,16,Казань,32,Лекарства (без рецепта),321.04,6,0.15,1637.3,Мужской,18-30,Онлайн,1
10187,2025-04-12,5,Москва,11,Лекарства (рецепт),348.5,3,0.05,993.22,Мужской,31-45,Карта,1
10188,2025-04-12,6,Москва,19,Лекарства (без рецепта),221.19,3,0.05,630.39,Мужской,31-45,Наличные,1
10189,2025-04-12,22,Екатеринбург,53,БАД и витамины,396.5,3,0.15,1011.08,Женский,46-60,Карта,1
10190,2025-04-12,14,Казань,27,Лекарства (без рецепта),257.62,9,0.0,2318.58,Мужской,18-30,Наличные,1
10191,2025-04-12,1,Москва,28,Лекарства (без рецепта),235.28,6,0.05,1341.1,Мужской,31-45,Наличные,1
10192,2025-04-12,3,Москва,39,Косметика и гигиена,404.74,1,0.05,384.5,Мужской,18-30,Наличные,1
10193,2025-04-12,14,Казань,8,Лекарства (рецепт),329.77,3,0.15,840.91,Мужской,31-45,Онлайн,1
10194,2025-04-12,5,Москва,10,Лекарства (рецепт),414.76,3,0.05,1182.07,Мужской,46-60,Онлайн,1
10195,2025-04-12,1,Москва,64,БАД и витамины,436.83,2,0.0,873.66,Женский,31-45,Карта,1
10196,2025-04-12,2,Москва,18,Лекарства (без рецепта),359.03,7,0.0,2513.21,Женский,60+,Онлайн,1
10197,2025-04-12,20,Екатеринбург,16,Лекарства (без рецепта),251.55,7,0.0,1760.85,Женский,46-60,Карта,1
10198,2025-04-12,4,Москва,24,Лекарства (без рецепта),295.65,6,0.05,1685.2,Женский,18-30,Карта,1
10199,2025-04-12,1,Москва,32,Лекарства (без рецепта),321.04,7,0.15,1910.19,Женский,46-60,Онлайн,1
10200,2025-04-12,5,Москва,50,Косметика и гигиена,316.91,3,0.05,903.19,Мужской,18-30,Карта,1
10201,2025-04-12,15,Казань,46,Косметика и гигиена,312.96,9,0.05,2675.81,Мужской,31-45,Карта,1
10202,2025-04-12,21,Екатеринбург,36,Косметика и гигиена,269.55,9,0.1,2183.36,Женский,60+,Карта,1
10203,2025-04-12,16,Казань,25,Лекарства (без рецепта),284.73,2,0.15,484.04,Женский,46-60,Онлайн,1
10204,2025-04-12,8,Москва,24,Лекарства (без рецепта),295.65,4,0.05,1123.47,Мужской,60+,Карта,1
10205,2025-04-12,1,Москва,25,Лекарства (без рецепта),284.73,6,0.0,1708.38,Женский,46-60,Онлайн,1
10206,2025-04-12,5,Москва,21,Лекарства (без рецепта),318.02,6,0.15,1621.9,Женский,18-30,Онлайн,1
10207,2025-04-12,9,Санкт-Петербург,23,Лекарства (без рецепта),295.31,6,0.0,1771.86,Женский,60+,Наличные,1
10208,2025-04-12,13,Санкт-Петербург,41,Косметика и гигиена,318.23,1,0.0,318.23,Мужской,46-60,Карта,1
10209,2025-04-12,5,Москва,17,Лекарства (без рецепта),223.04,7,0.0,1561.28,Мужской,18-30,Онлайн,1
10210,2025-04-12,21,Екатеринбург,5,Лекарства (рецепт),330.43,6,0.0,1982.58,Мужской,18-30,Онлайн,1
10211,2025-04-12,17,Новосибирск,34,Лекарства (без рецепта),247.64,3,0.0,742.92,Женский,46-60,Карта,1
10212,2025-04-12,9,Санкт-Петербург,29,Лекарства (без рецепта),384.65,1,0.0,384.65,Женский,46-60,Наличные,1
10213,2025-04-12,15,Казань,9,Лекарства (рецепт),319.32,4,0.0,1277.28,Мужской,60+,Карта,1
10214,2025-04-12,14,Казань,15,Лекарства (рецепт),465.24,3,0.0,1395.72,Мужской,31-45,Карта,1
10215,2025-04-12,9,Санкт-Петербург,2,Лекарства (рецепт),518.76,3,0.15,1322.84,Женский,46-60,Карта,1
10216,2025-04-12,20,Екатеринбург,22,Лекарства (без рецепта),296.25,6,0.0,1777.5,Женский,60+,Онлайн,1
10217,2025-04-12,13,Санкт-Петербург,22,Лекарства (без рецепта),296.25,7,0.0,2073.75,Мужской,31-45,Карта,1
10218,2025-04-12,7,Москва,24,Лекарства (без рецепта),295.65,7,0.0,2069.55,Мужской,31-45,Наличные,1
10219,2025-04-12,1,Москва,17,Лекарства (без рецепта),223.04,6,0.05,1271.33,Мужской,46-60,Карта,1
10220,2025-04-12,7,Москва,21,Лекарства (без рецепта),318.02,3,0.15,810.95,Женский,31-45,Карта,1
10221,2025-04-12,15,Казань,50,Косметика и гигиена,316.91,4,0.0,1267.64,Женский,18-30,Карта,1
10222,2025-04-12,17,Новосибирск,49,Косметика и гигиена,384.98,3,0.0,1154.94,Женский,46-60,Онлайн,1
10223,2025-04-12,10,Санкт-Петербург,25,Лекарства (без рецепта),284.73,3,0.0,854.19,Женский,46-60,Наличные,1
10224,2025-04-12,5,Москва,25,Лекарства (без рецепта),284.73,6,0.05,1622.96,Мужской,46-60,Онлайн,1
10225,2025-04-12,10,Санкт-Петербург,34,Лекарства (без рецепта),247.64,3,0.0,742.92,Женский,31-45,Онлайн,1
10226,2025-04-12,15,Казань,46,Косметика и гигиена,312.96,3,0.0,938.88,Женский,31-45,Наличные,1
10227,2025-04-12,20,Екатеринбург,13,Лекарства (рецепт),383.03,1,0.15,325.58,Женский,46-60,Карта,1
10228,2025-04-12,4,Москва,60,БАД и витамины,386.95,2,0.0,773.9,Женский,46-60,Онлайн,1
10229,2025-04-12,20,Екатеринбург,17,Лекарства (без рецепта),223.04,3,0.1,602.21,Мужской,18-30,Онлайн,1
10230,2025-04-12,10,Санкт-Петербург,7,Лекарства (рецепт),538.36,4,0.0,2153.44,Женский,18-30,Онлайн,1
10231,2025-04-12,3,Москва,34,Лекарства (без рецепта),247.64,2,0.0,495.28,Женский,46-60,Наличные,1
10232,2025-04-12,16,Казань,50,Косметика и гигиена,316.91,5,0.0,1584.55,Женский,31-45,Карта,1
10233,2025-04-12,16,Казань,11,Лекарства (рецепт),348.5,1,0.0,348.5,Мужской,18-30,Онлайн,1
10234,2025-04-12,7,Москва,60,БАД и витамины,386.95,2,0.0,773.9,Женский,31-45,Наличные,1
10235,2025-04-12,5,Москва,21,Лекарства (без рецепта),318.02,4,0.0,1272.08,Женский,31-45,Онлайн,1
10236,2025-04-12,14,Казань,20,Лекарства (без рецепта),325.54,2,0.0,651.08,Мужской,18-30,Карта,1
10237,2025-04-12,10,Санкт-Петербург,36,Косметика и гигиена,269.55,1,0.0,269.55,Женский,31-45,Карта,1
10238,2025-04-12,4,Москва,33,Лекарства (без рецепта),335.53,1,0.0,335.53,Мужской,31-45,Карта,1
10239,2025-04-12,19,Новосибирск,22,Лекарства (без рецепта),296.25,4,0.0,1185.0,Женский,46-60,Наличные,1
10240,2025-04-12,13,Санкт-Петербург,50,Косметика и гигиена,316.91,4,0.0,1267.64,Женский,31-45,Карта,1
10241,2025-04-12,10,Санкт-Петербург,36,Косметика и гигиена,269.55,4,0.0,1078.2,Мужской,46-60,Онлайн,1
10242,2025-04-12,13,Санкт-Петербург,29,Лекарства (без рецепта),384.65,3,0.15,980.86,Женский,60+,Онлайн,1
10243,2025-04-12,17,Новосибирск,9,Лекарства (рецепт),319.32,1,0.0,319.32,Женский,46-60,Карта,1
10244,2025-04-12,22,Екатеринбург,52,БАД и витамины,398.63,6,0.15,2033.01,Женский,46-60,Онлайн,1
10245,2025-04-12,13,Санкт-Петербург,61,БАД и витамины,548.6,3,0.0,1645.8,Женский,60+,Онлайн,1
10246,2025-04-12,17,Новосибирск,64,БАД и витамины,436.83,1,0.0,436.83,Женский,31-45,Онлайн,1
10247,2025-04-12,5,Москва,2,Лекарства (рецепт),518.76,2,0.0,1037.52,Мужской,31-45,Онлайн,1
10248,2025-04-12,7,Москва,21,Лекарства (без рецепта),318.02,6,0.0,1908.12,Мужской,31-45,Онлайн,1
10249,2025-04-12,22,Екатеринбург,58,БАД и витамины,550.25,5,0.0,2751.25,Женский,31-45,Онлайн,1
10250,2025-04-12,1,Москва,22,Лекарства (без рецепта),296.25,6,0.1,1599.75,Мужской,18-30,Онлайн,1
10251,2025-04-12,14,Казань,35,Лекарства (без рецепта),266.61,5,0.05,1266.4,Мужской,18-30,Карта,1
10252,2025-04-12,7,Москва,16,Лекарства (без рецепта),251.55,9,0.05,2150.75,Женский,31-45,Онлайн,1
10253,2025-04-12,11,Санкт-Петербург,45,Косметика и гигиена,408.22,1,0.15,346.99,Мужской,60+,Карта,1
10254,2025-04-12,15,Казань,61,БАД и витамины,548.6,1,0.1,493.74,Мужской,46-60,Онлайн,1
10255,2025-04-12,16,Казань,1,Лекарства (рецепт),310.8,1,0.15,264.18,Женский,31-45,Онлайн,1
10256,2025-04-12,4,Москва,50,Косметика и гигиена,316.91,1,0.0,316.91,Женский,60+,Наличные,1
10257,2025-04-12,14,Казань,37,Косметика и гигиена,362.46,1,0.0,362.46,Женский,46-60,Онлайн,1
10258,2025-04-12,3,Москва,53,БАД и витамины,396.5,2,0.05,753.35,Женский,60+,Карта,1
10259,2025-04-12,4,Москва,60,БАД и витамины,386.95,2,0.0,773.9,Мужской,60+,Наличные,1
10260,2025-04-12,15,Казань,12,Лекарства (рецепт),403.77,6,0.0,2422.62,Мужской,60+,Онлайн,1
10261,2025-04-12,13,Санкт-Петербург,48,Косметика и гигиена,234.26,2,0.15,398.24,Мужской,31-45,Наличные,1
10262,2025-04-12,12,Санкт-Петербург,24,Лекарства (без рецепта),295.65,4,0.1,1064.34,Мужской,18-30,Карта,1
10263,2025-04-12,13,Санкт-Петербург,29,Лекарства (без рецепта),384.65,3,0.05,1096.25,Мужской,60+,Онлайн,1
10264,2025-04-12,9,Санкт-Петербург,22,Лекарства (без рецепта),296.25,4,0.0,1185.0,Мужской,31-45,Карта,1
10265,2025-04-12,5,Москва,1,Лекарства (рецепт),310.8,3,0.0,932.4,Женский,60+,Карта,1
10266,2025-04-12,3,Москва,34,Лекарства (без рецепта),247.64,9,0.0,2228.76,Женский,60+,Онлайн,1
10267,2025-04-12,6,Москва,50,Косметика и гигиена,316.91,2,0.0,633.82,Женский,46-60,Онлайн,1
10268,2025-04-12,21,Екатеринбург,21,Лекарства (без рецепта),318.02,4,0.0,1272.08,Женский,46-60,Онлайн,1
10269,2025-04-12,16,Казань,14,Лекарства (рецепт),458.37,2,0.0,916.74,Мужской,18-30,Карта,1
10270,2025-04-12,7,Москва,57,БАД и витамины,529.38,3,0.0,1588.14,Женский,31-45,Онлайн,1
10271,2025-04-13,18,Новосибирск,56,БАД и витамины,442.76,1,0.0,442.76,Мужской,18-30,Карта,1
10272,2025-04-13,11,Санкт-Петербург,23,Лекарства (без рецепта),295.31,6,0.0,1771.86,Мужской,46-60,Карта,1
10273,2025-04-13,16,Казань,1,Лекарства (рецепт),310.8,2,0.15,528.36,Женский,46-60,Онлайн,1
10274,2025-04-13,6,Москва,37,Косметика и гигиена,362.46,4,0.0,1449.84,Женский,31-45,Наличные,1
10275,2025-04-13,22,Екатеринбург,37,Косметика и гигиена,362.46,4,0.0,1449.84,Женский,60+,Карта,1
10276,2025-04-13,8,Москва,25,Лекарства (без рецепта),284.73,8,0.0,2277.84,Женский,46-60,Наличные,1
10277,2025-04-13,12,Санкт-Петербург,30,Лекарства (без рецепта),347.78,4,0.0,1391.12,Мужской,46-60,Онлайн,1
10278,2025-04-13,11,Санкт-Петербург,23,Лекарства (без рецепта),295.31,8,0.1,2126.23,Женский,60+,Онлайн,1
10279,2025-04-13,5,Москва,59,БАД и витамины,728.23,2,0.1,1310.81,Женский,60+,Онлайн,1
10280,2025-04-13,15,Казань,23,Лекарства (без рецепта),295.31,4,0.1,1063.12,Женский,60+,Карта,1
10281,2025-04-13,8,Москва,27,Лекарства (без рецепта),257.62,5,0.1,1159.29,Мужской,18-30,Онлайн,1
10282,2025-04-13,6,Москва,6,Лекарства (рецепт),501.67,1,0.0,501.67,Женский,46-60,Онлайн,1
10283,2025-04-13,22,Екатеринбург,35,Лекарства (без рецепта),266.61,4,0.0,1066.44,Мужской,18-30,Карта,1
10284,2025-04-13,21,Екатеринбург,43,Косметика и гигиена,308.93,5,0.05,1467.42,Женский,46-60,Карта,1
10285,2025-04-13,12,Санкт-Петербург,12,Лекарства (рецепт),403.77,2,0.15,686.41,Женский,60+,Карта,1
10286,2025-04-13,18,Новосибирск,42,Косметика и гигиена,245.36,6,0.0,1472.16,Женский,46-60,Карта,1
10287,2025-04-13,15,Казань,52,БАД и витамины,398.63,2,0.1,717.53,Женский,31-45,Карта,1
10288,2025-04-13,8,Москва,1,Лекарства (рецепт),310.8,1,0.1,279.72,Мужской,60+,Карта,1
10289,2025-04-13,15,Казань,64,БАД и витамины,436.83,2,0.0,873.66,Мужской,18-30,Карта,1
10290,2025-04-13,4,Москва,20,Лекарства (без рецепта),325.54,2,0.0,651.08,Мужской,60+,Онлайн,1
10291,2025-04-13,21,Екатеринбург,33,Лекарства (без рецепта),335.53,3,0.05,956.26,Мужской,60+,Наличные,1
10292,2025-04-13,7,Москва,50,Косметика и гигиена,316.91,6,0.05,1806.39,Мужской,18-30,Наличные,1
10293,2025-04-13,22,Екатеринбург,45,Косметика и гигиена,408.22,4,0.0,1632.88,Женский,60+,Онлайн,1
10294,2025-04-13,6,Москва,48,Косметика и гигиена,234.26,4,0.0,937.04,Мужской,31-45,Наличные,1
10295,2025-04-13,16,Казань,22,Лекарства (без рецепта),296.25,4,0.0,1185.0,Женский,60+,Карта,1
10296,2025-04-13,17,Новосибирск,1,Лекарства (рецепт),310.8,4,0.0,1243.2,Мужской,46-60,Наличные,1
10297,2025-04-13,9,Санкт-Петербург,3,Лекарства (рецепт),283.27,3,0.0,849.81,Женский,31-45,Наличные,1
10298,2025-04-13,22,Екатеринбург,5,Лекарства (рецепт),330.43,3,0.0,991.29,Женский,46-60,Наличные,1
10299,2025-04-13,7,Москва,47,Косметика и гигиена,202.36,5,0.0,1011.8,Женский,18-30,Онлайн,1
10300,2025-04-13,15,Казань,44,Косметика и гигиена,392.07,4,0.0,1568.28,Женский,60+,Наличные,1
10301,2025-04-13,21,Екатеринбург,45,Косметика и гигиена,408.22,4,0.05,1551.24,Мужской,46-60,Карта,1
10302,2025-04-13,14,Казань,47,Косметика и гигиена,202.36,6,0.15,1032.04,Женский,46-60,Онлайн,1
10303,2025-04-13,15,Казань,30,Лекарства (без рецепта),347.78,5,0.0,1738.9,Мужской,31-45,Наличные,1
10304,2025-04-13,8,Москва,32,Лекарства (без рецепта),321.04,4,0.05,1219.95,Женский,46-60,Карта,1
10305,2025-04-13,22,Екатеринбург,34,Лекарства (без рецепта),247.64,6,0.1,1337.26,Мужской,18-30,Онлайн,1
10306,2025-04-13,3,Москва,42,Косметика и гигиена,245.36,6,0.0,1472.16,Женский,18-30,Онлайн,1
10307,2025-04-13,3,Москва,48,Косметика и гигиена,234.26,10,0.0,2342.6,Женский,46-60,Карта,1
10308,2025-04-13,1,Москва,30,Лекарства (без рецепта),347.78,6,0.0,2086.68,Женский,31-45,Онлайн,1
10309,2025-04-13,22,Екатеринбург,34,Лекарства (без рецепта),247.64,6,0.0,1485.84,Мужской,18-30,Онлайн,1
10310,2025-04-13,7,Москва,3,Лекарства (рецепт),283.27,2,0.05,538.21,Женский,60+,Карта,1
10311,2025-04-13,2,Москва,17,Лекарства (без рецепта),223.04,4,0.15,758.34,Женский,60+,Карта,1
10312,2025-04-13,14,Казань,17,Лекарства (без рецепта),223.04,4,0.0,892.16,Женский,31-45,Онлайн,1
10313,2025-04-13,13,Санкт-Петербург,34,Лекарства (без рецепта),247.64,1,0.0,247.64,Женский,31-45,Карта,1
10314,2025-04-13,3,Москва,46,Косметика и гигиена,312.96,8,0.0,2503.68,Женский,31-45,Карта,1
10315,2025-04-13,13,Санкт-Петербург,32,Лекарства (без рецепта),321.04,5,0.0,1605.2,Мужской,31-45,Онлайн,1
10316,2025-04-13,7,Москва,4,Лекарства (рецепт),386.79,5,0.0,1933.95,Женский,46-60,Наличные,1
10317,2025-04-13,16,Казань,4,Лекарства (рецепт),386.79,5,0.0,1933.95,Мужской,31-45,Онлайн,1
10318,2025-04-13,10,Санкт-Петербург,35,Лекарства (без рецепта),266.61,5,0.15,1133.09,Мужской,18-30,Онлайн,1
10319,2025-04-13,10,Санкт-Петербург,29,Лекарства (без рецепта),384.65,3,0.1,1038.55,Женский,18-30,Онлайн,1
10320,2025-04-13,7,Москва,5,Лекарства (рецепт),330.43,6,0.15,1685.19,Женский,18-30,Онлайн,1
10321,2025-04-13,11,Санкт-Петербург,17,Лекарства (без рецепта),223.04,7,0.1,1405.15,Женский,18-30,Карта,1
10322,2025-04-13,7,Москва,47,Косметика и гигиена,202.36,5,0.1,910.62,Мужской,46-60,Наличные,1
10323,2025-04-13,3,Москва,37,Косметика и гигиена,362.46,2,0.0,724.92,Мужской,31-45,Карта,1
10324,2025-04-13,12,Санкт-Петербург,31,Лекарства (без рецепта),256.56,8,0.0,2052.48,Женский,31-45,Карта,1
10325,2025-04-13,11,Санкт-Петербург,3,Лекарства (рецепт),283.27,1,0.0,283.27,Женский,60+,Карта,1
10326,2025-04-13,6,Москва,27,Лекарства (без рецепта),257.62,3,0.0,772.86,Женский,60+,Карта,1
10327,2025-04-13,9,Санкт-Петербург,36,Косметика и гигиена,269.55,4,0.0,1078.2,Женский,18-30,Онлайн,1
10328,2025-04-13,18,Новосибирск,26,Лекарства (без рецепта),324.19,6,0.15,1653.37,Мужской,46-60,Карта,1
10329,2025-04-13,4,Москва,33,Лекарства (без рецепта),335.53,6,0.0,2013.18,Женский,46-60,Онлайн,1
10330,2025-04-13,15,Казань,60,БАД и витамины,386.95,1,0.0,386.95,Женский,31-45,Карта,1
10331,2025-04-13,22,Екатеринбург,25,Лекарства (без рецепта),284.73,6,0.0,1708.38,Женский,31-45,Онлайн,1
10332,2025-04-13,12,Санкт-Петербург,62,БАД и витамины,628.56,2,0.0,1257.12,Женский,18-30,Карта,1
10333,2025-04-13,22,Екатеринбург,31,Лекарства (без рецепта),256.56,3,0.0,769.68,Женский,60+,Карта,1
10334,2025-04-13,15,Казань,60,БАД и витамины,386.95,4,0.1,1393.02,Женский,46-60,Наличные,1
10335,2025-04-13,20,Екатеринбург,42,Косметика и гигиена,245.36,1,0.0,245.36,Женский,31-45,Онлайн,1
10336,2025-04-13,20,Екатеринбург,43,Косметика и гигиена,308.93,4,0.0,1235.72,Мужской,60+,Онлайн,1
10337,2025-04-13,4,Москва,64,БАД и витамины,436.83,2,0.0,873.66,Женский,60+,Карта,1
10338,2025-04-13,3,Москва,52,БАД и витамины,398.63,1,0.0,398.63,Мужской,60+,Онлайн,1
10339,2025-04-13,11,Санкт-Петербург,30,Лекарства (без рецепта),347.78,1,0.0,347.78,Мужской,46-60,Онлайн,1
10340,2025-04-13,21,Екатеринбург,53,БАД и витамины,396.5,4,0.0,1586.0,Женский,31-45,Карта,1
10341,2025-04-13,20,Екатеринбург,66,БАД и витамины,602.57,3,0.0,1807.71,Женский,18-30,Наличные,1
10342,2025-04-13,14,Казань,24,Лекарства (без рецепта),295.65,3,0.15,753.91,Женский,46-60,Онлайн,1
10343,2025-04-13,11,Санкт-Петербург,45,Косметика и гигиена,408.22,3,0.0,1224.66,Женский,18-30,Наличные,1
10344,2025-04-13,10,Санкт-Петербург,4,Лекарства (рецепт),386.79,4,0.0,1547.16,Женский,18-30,Карта,1
10345,2025-04-13,16,Казань,37,Косметика и гигиена,362.46,3,0.05,1033.01,Женский,18-30,Наличные,1
10346,2025-04-13,11,Санкт-Петербург,20,Лекарства (без рецепта),325.54,4,0.1,1171.94,Мужской,18-30,Онлайн,1
10347,2025-04-13,20,Екатеринбург,19,Лекарства (без рецепта),221.19,4,0.15,752.05,Мужской,31-45,Наличные,1
10348,2025-04-13,19,Новосибирск,63,БАД и витамины,710.23,1,0.05,674.72,Женский,31-45,Карта,1
10349,2025-04-13,13,Санкт-Петербург,54,БАД и витамины,629.24,2,0.0,1258.48,Женский,18-30,Наличные,1
10350,2025-04-13,2,Москва,1,Лекарства (рецепт),310.8,1,0.05,295.26,Мужской,60+,Онлайн,1
10351,2025-04-13,17,Новосибирск,53,БАД и витамины,396.5,4,0.1,1427.4,Женский,60+,Онлайн,1
10352,2025-04-13,16,Казань,60,БАД и витамины,386.95,2,0.0,773.9,Женский,46-60,Онлайн,1
10353,2025-04-13,15,Казань,16,Лекарства (без рецепта),251.55,3,0.0,754.65,Женский,18-30,Карта,1
10354,2025-04-13,2,Москва,65,БАД и витамины,469.32,4,0.0,1877.28,Мужской,31-45,Наличные,1
10355,2025-04-13,15,Казань,42,Косметика и гигиена,245.36,7,0.0,1717.52,Женский,60+,Онлайн,1
10356,2025-04-13,8,Москва,12,Лекарства (рецепт),403.77,1,0.0,403.77,Мужской,31-45,Карта,1
10357,2025-04-13,20,Екатеринбург,31,Лекарства (без рецепта),256.56,3,0.0,769.68,Женский,18-30,Онлайн,1
10358,2025-04-13,19,Новосибирск,34,Лекарства (без рецепта),247.64,3,0.0,742.92,Женский,31-45,Карта,1
10359,2025-04-13,9,Санкт-Петербург,20,Лекарства (без рецепта),325.54,6,0.0,1953.24,Женский,46-60,Карта,1
10360,2025-04-13,3,Москва,4,Лекарства (рецепт),386.79,1,0.0,386.79,Женский,60+,Онлайн,1
10361,2025-04-13,21,Екатеринбург,19,Лекарства (без рецепта),221.19,4,0.0,884.76,Мужской,46-60,Карта,1
10362,2025-04-13,1,Москва,44,Косметика и гигиена,392.07,2,0.0,784.14,Женский,31-45,Онлайн,1
10363,2025-04-13,2,Москва,24,Лекарства (без рецепта),295.65,6,0.0,1773.9,Мужской,18-30,Карта,1
10364,2025-04-13,10,Санкт-Петербург,47,Косметика и гигиена,202.36,4,0.0,809.44,Женский,31-45,Карта,1
10365,2025-04-13,19,Новосибирск,20,Лекарства (без рецепта),325.54,6,0.0,1953.24,Женский,60+,Наличные,1
10366,2025-04-13,20,Екатеринбург,3,Лекарства (рецепт),283.27,1,0.0,283.27,Мужской,31-45,Наличные,1
10367,2025-04-13,16,Казань,43,Косметика и гигиена,308.93,6,0.0,1853.58,Женский,46-60,Карта,1
10368,2025-04-13,3,Москва,52,БАД и витамины,398.63,1,0.1,358.77,Женский,60+,Наличные,1
10369,2025-04-13,2,Москва,12,Лекарства (рецепт),403.77,5,0.05,1917.91,Женский,46-60,Карта,1
10370,2025-04-13,22,Екатеринбург,31,Лекарства (без рецепта),256.56,4,0.0,1026.24,Мужской,46-60,Наличные,1
10371,2025-04-13,12,Санкт-Петербург,45,Косметика и гигиена,408.22,4,0.0,1632.88,Мужской,31-45,Карта,1
10372,2025-04-13,18,Новосибирск,25,Лекарства (без рецепта),284.73,8,0.05,2163.95,Женский,31-45,Онлайн,1
10373,2025-04-13,4,Москва,12,Лекарства (рецепт),403.77,2,0.1,726.79,Женский,31-45,Карта,1
10374,2025-04-13,11,Санкт-Петербург,3,Лекарства (рецепт),283.27,2,0.1,509.89,Мужской,31-45,Наличные,1
10375,2025-04-13,2,Москва,47,Косметика и гигиена,202.36,2,0.0,404.72,Мужской,31-45,Карта,1
10376,2025-04-13,4,Москва,24,Лекарства (без рецепта),295.65,9,0.15,2261.72,Женский,46-60,Онлайн,1
10377,2025-04-13,19,Новосибирск,50,Косметика и гигиена,316.91,4,0.0,1267.64,Женский,46-60,Онлайн,1
10378,2025-04-13,18,Новосибирск,55,БАД и витамины,576.48,1,0.0,576.48,Мужской,31-45,Карта,1
10379,2025-04-13,1,Москва,43,Косметика и гигиена,308.93,1,0.0,308.93,Мужской,18-30,Онлайн,1
10380,2025-04-13,10,Санкт-Петербург,30,Лекарства (без рецепта),347.78,5,0.0,1738.9,Женский,46-60,Онлайн,1
10381,2025-04-13,14,Казань,34,Лекарства (без рецепта),247.64,6,0.0,1485.84,Мужской,18-30,Карта,1
10382,2025-04-13,10,Санкт-Петербург,17,Лекарства (без рецепта),223.04,4,0.0,892.16,Мужской,46-60,Карта,1
10383,2025-04-13,1,Москва,36,Косметика и гигиена,269.55,5,0.0,1347.75,Женский,18-30,Онлайн,1
10384,2025-04-13,18,Новосибирск,15,Лекарства (рецепт),465.24,1,0.0,465.24,Мужской,60+,Карта,1
10385,2025-04-13,7,Москва,26,Лекарства (без рецепта),324.19,6,0.0,1945.14,Мужской,60+,Онлайн,1
10386,2025-04-13,6,Москва,16,Лекарства (без рецепта),251.55,7,0.0,1760.85,Мужской,46-60,Наличные,1
10387,2025-04-13,11,Санкт-Петербург,20,Лекарства (без рецепта),325.54,7,0.15,1936.96,Женский,31-45,Онлайн,1
10388,2025-04-13,4,Москва,10,Лекарства (рецепт),414.76,3,0.0,1244.28,Женский,31-45,Наличные,1
10389,2025-04-13,17,Новосибирск,47,Косметика и гигиена,202.36,3,0.05,576.73,Женский,18-30,Карта,1
10390,2025-04-13,9,Санкт-Петербург,63,БАД и витамины,710.23,1,0.05,674.72,Мужской,18-30,Карта,1
10391,2025-04-13,10,Санкт-Петербург,28,Лекарства (без рецепта),235.28,3,0.05,670.55,Женский,31-45,Онлайн,1
10392,2025-04-13,8,Москва,30,Лекарства (без рецепта),347.78,3,0.0,1043.34,Мужской,31-45,Карта,1
10393,2025-04-13,3,Москва,13,Лекарства (рецепт),383.03,5,0.0,1915.15,Женский,31-45,Карта,1
10394,2025-04-13,21,Екатеринбург,55,БАД и витамины,576.48,3,0.05,1642.97,Мужской,31-45,Карта,1
10395,2025-04-13,13,Санкт-Петербург,26,Лекарства (без рецепта),324.19,6,0.0,1945.14,Женский,60+,Карта,1
10396,2025-04-13,19,Новосибирск,15,Лекарства (рецепт),465.24,2,0.05,883.96,Женский,31-45,Онлайн,1
10397,2025-04-13,18,Новосибирск,26,Лекарства (без рецепта),324.19,4,0.1,1167.08,Женский,46-60,Карта,1
10398,2025-04-13,8,Москва,26,Лекарства (без рецепта),324.19,7,0.1,2042.4,Женский,60+,Онлайн,1
10399,2025-04-13,1,Москва,25,Лекарства (без рецепта),284.73,2,0.15,484.04,Мужской,46-60,Онлайн,1
10400,2025-04-13,13,Санкт-Петербург,33,Лекарства (без рецепта),335.53,3,0.05,956.26,Женский,18-30,Карта,1
10401,2025-04-13,12,Санкт-Петербург,19,Лекарства (без рецепта),221.19,3,0.0,663.57,Мужской,46-60,Карта,1
10402,2025-04-13,2,Москва,27,Лекарства (без рецепта),257.62,9,0.1,2086.72,Мужской,46-60,Онлайн,1
10403,2025-04-13,7,Москва,32,Лекарства (без рецепта),321.04,3,0.0,963.12,Мужской,46-60,Онлайн,1
